Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
16,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,27.0,+1.835 1'10.885,0.275,,218.838,FP1,,,
17,N. Latifi  Williams,6,Williams,Mercedes,23.0,+1.852 1'10.902,0.017,,218.786,FP1,,,
18,G. Russell  Williams,63,Williams,Mercedes,24.0,+1.888 1'10.938,0.036,,218.675,FP1,,,
19,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,25.0,+1.940 1'10.990,0.052,,218.515,FP1,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,28.0,+2.292 1'11.342,0.352,,217.437,FP1,,,
1,F. Alonso  Alpine,14,Alpine,Renault,23.0,1'11.238,,,217.754,FP2,,,
2,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,26.0,+0.864 1'12.102,0.864,,215.145,FP2,,,
3,V. Bottas  Mercedes,77,Mercedes,Mercedes,24.0,+1.117 1'12.355,0.253,,214.392,FP2,,,
4,E. Ocon  Alpine,31,Alpine,Renault,26.0,+1.169 1'12.407,0.052,,214.238,FP2,,,
5,L. Hamilton  Mercedes,44,Mercedes,Mercedes,25.0,+1.503 1'12.741,0.334,,213.255,FP2,,,
6,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,29.0,+1.665 1'12.903,0.162,,212.781,FP2,,,
7,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,37.0,+1.759 1'12.997,0.094,,212.507,FP2,,,
8,C. Sainz  Ferrari,55,Ferrari,Ferrari,31.0,+1.840 1'13.078,0.081,,212.271,FP2,,,
9,C. Leclerc  Ferrari,16,Ferrari,Ferrari,33.0,+1.861 1'13.099,0.021,,212.21,FP2,,,
10,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,39.0,+2.117 1'13.355,0.256,,211.47,FP2,,,
11,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,41.0,+2.188 1'13.426,0.071,,211.265,FP2,,,
12,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,25.0,+2.210 1'13.448,0.022,,211.202,FP2,,,
13,L. Norris  McLaren F1,4,McLaren,Mercedes,23.0,+2.343 1'13.581,0.133,,210.82,FP2,,,
14,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,32.0,+2.370 1'13.608,0.027,,210.743,FP2,,,
15,G. Russell  Williams,63,Williams,Mercedes,24.0,+2.377 1'13.615,0.007,,210.723,FP2,,,
16,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,38.0,+2.488 1'13.726,0.111,,210.406,FP2,,,
