Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
20,R. Nissany  Williams,45,Williams,Mercedes,16.0,+4.433 1'37.881,0.552,,214.864,FP1,,,
1,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,21.0,1'32.872,,,226.453,FP2,,,
2,V. Bottas  Mercedes,77,Mercedes,Mercedes,27.0,+0.008 1'32.880,0.008,,226.434,FP2,,,
3,L. Hamilton  Mercedes,44,Mercedes,Mercedes,23.0,+0.253 1'33.125,0.245,,225.838,FP2,,,
4,F. Alonso  Alpine,14,Alpine,Renault,25.0,+0.468 1'33.340,0.215,,225.318,FP2,,,
5,C. Leclerc  Ferrari,16,Ferrari,Ferrari,23.0,+0.678 1'33.550,0.21,,224.812,FP2,,,
6,E. Ocon  Alpine,31,Alpine,Renault,23.0,+0.813 1'33.685,0.135,,224.488,FP2,,,
7,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,25.0,+0.824 1'33.696,0.011,,224.462,FP2,,,
8,C. Sainz  Ferrari,55,Ferrari,Ferrari,24.0,+0.826 1'33.698,0.002,,224.457,FP2,,,
9,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,26.0,+0.914 1'33.786,0.088,,224.246,FP2,,,
10,L. Norris  McLaren F1,4,McLaren,Mercedes,24.0,+0.950 1'33.822,0.036,,224.16,FP2,,,
11,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,23.0,+0.959 1'33.831,0.009,,224.139,FP2,,,
12,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,24.0,+1.049 1'33.921,0.09,,223.924,FP2,,,
13,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,25.0,+1.083 1'33.955,0.034,,223.843,FP2,,,
14,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,24.0,+1.207 1'34.079,0.124,,223.548,FP2,,,
15,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,25.0,+1.575 1'34.447,0.368,,222.677,FP2,,,
16,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,24.0,+1.760 1'34.632,0.185,,222.241,FP2,,,
17,G. Russell  Williams,63,Williams,Mercedes,25.0,+2.394 1'35.266,0.634,,220.762,FP2,,,
18,N. Latifi  Williams,6,Williams,Mercedes,25.0,+2.459 1'35.331,0.065,,220.612,FP2,,,
19,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,24.0,+2.640 1'35.512,0.181,,220.194,FP2,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,23.0,+2.679 1'35.551,0.039,,220.104,FP2,,,
1,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,11.0,1'31.300,,,230.352,FP3,,,
2,V. Bottas  Mercedes,77,Mercedes,Mercedes,14.0,+0.747 1'32.047,0.747,,228.483,FP3,,,
3,C. Sainz  Ferrari,55,Ferrari,Ferrari,17.0,+0.895 1'32.195,0.148,,228.116,FP3,,,
4,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,15.0,+0.938 1'32.238,0.043,,228.01,FP3,,,
5,L. Hamilton  Mercedes,44,Mercedes,Mercedes,15.0,+0.966 1'32.266,0.028,,227.94,FP3,,,
6,L. Norris  McLaren F1,4,McLaren,Mercedes,14.0,+1.036 1'32.336,0.07,,227.768,FP3,,,
7,F. Alonso  Alpine,14,Alpine,Renault,15.0,+1.324 1'32.624,0.288,,227.059,FP3,,,
8,E. Ocon  Alpine,31,Alpine,Renault,16.0,+1.381 1'32.681,0.057,,226.92,FP3,,,
9,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,16.0,+1.407 1'32.707,0.026,,226.856,FP3,,,
10,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,14.0,+1.459 1'32.759,0.052,,226.729,FP3,,,
11,C. Leclerc  Ferrari,16,Ferrari,Ferrari,15.0,+1.520 1'32.820,0.061,,226.58,FP3,,,
12,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,17.0,+1.717 1'33.017,0.197,,226.1,FP3,,,
13,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,15.0,+1.751 1'33.051,0.034,,226.017,FP3,,,
14,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,18.0,+1.900 1'33.200,0.149,,225.656,FP3,,,
15,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,16.0,+2.028 1'33.328,0.128,,225.347,FP3,,,
16,G. Russell  Williams,63,Williams,Mercedes,16.0,+2.064 1'33.364,0.036,,225.26,FP3,,,
17,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,17.0,+2.124 1'33.424,0.06,,225.115,FP3,,,
18,N. Latifi  Williams,6,Williams,Mercedes,16.0,+2.284 1'33.584,0.16,,224.73,FP3,,,
19,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,14.0,+2.843 1'34.143,0.559,,223.396,FP3,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,13.0,+3.342 1'34.642,0.499,,222.218,FP3,,,
1,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,4.0,1'31.001,,,231.109,Q1,,,
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,6.0,+0.236 1'31.237,0.236,,230.511,Q1,,,
3,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,4.0,+0.559 1'31.560,0.323,,229.698,Q1,,,
4,V. Bottas  Mercedes,77,Mercedes,Mercedes,4.0,+0.668 1'31.669,0.109,,229.425,Q1,,,
5,L. Norris  McLaren F1,4,McLaren,Mercedes,6.0,+0.732 1'31.733,0.064,,229.265,Q1,,,
6,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,8.0,+0.897 1'31.898,0.165,,228.853,Q1,,,
7,C. Sainz  Ferrari,55,Ferrari,Ferrari,7.0,+1.078 1'32.079,0.181,,228.403,Q1,,,
