Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
9,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,20.0,+1.056 1'20.611,0.101,,258.709,Q3,,,
10,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,16.0,+1.253 1'20.808,0.197,,258.078,Q3,,,
1,V. Bottas  Mercedes,77,Mercedes,Mercedes,,1'19.555,,,262.143,Quali,,,
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,,+0.096 1'19.651,,,261.827,Quali,,,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,,+0.411 1'19.966,,,260.795,Quali,,,
4,L. Norris  McLaren F1,4,McLaren,Mercedes,,+0.434 1'19.989,,,260.72,Quali,,,
5,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,,+0.440 1'19.995,,,260.701,Quali,,,
6,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,,+0.705 1'20.260,,,259.84,Quali,,,
7,C. Sainz  Ferrari,55,Ferrari,Ferrari,,+0.907 1'20.462,,,259.188,Quali,,,
8,C. Leclerc  Ferrari,16,Ferrari,Ferrari,,+0.955 1'20.510,,,259.033,Quali,,,
9,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,,+1.056 1'20.611,,,258.709,Quali,,,
10,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,,+1.253 1'20.808,,,258.078,Quali,,,
11,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,,+1.358 1'20.913,,,257.743,Quali,,,
12,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,,+1.465 1'21.020,,,257.403,Quali,,,
13,F. Alonso  Alpine,14,Alpine,Renault,,+1.514 1'21.069,,,257.247,Quali,,,
14,E. Ocon  Alpine,31,Alpine,Renault,,+1.548 1'21.103,,,257.139,Quali,,,
15,G. Russell  Williams,63,Williams,Mercedes,,+1.837 1'21.392,,,256.226,Quali,,,
16,N. Latifi  Williams,6,Williams,Mercedes,,+2.370 1'21.925,,,254.559,Quali,,,
17,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,,+2.418 1'21.973,,,254.41,Quali,,,
18,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,,+2.693 1'22.248,,,253.559,Quali,,,
19,R. Kubica  Alfa Romeo,88,Alfa Romeo,Ferrari,,+2.975 1'22.530,,,252.693,Quali,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,,+3.161 1'22.716,,,252.125,Quali,,,
1,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,53.0,1:21'54.365,,,224.686,Race,1.0,26.0,
2,L. Norris  McLaren F1,4,McLaren,Mercedes,53.0,+1.747 1:21'56.112,1.747,,224.606,Race,1.0,18.0,
3,V. Bottas  Mercedes,77,Mercedes,Mercedes,53.0,+4.921 1:21'59.286,3.174,,224.461,Race,1.0,15.0,
4,C. Leclerc  Ferrari,16,Ferrari,Ferrari,53.0,+7.309 1:22'01.674,2.388,,224.352,Race,1.0,12.0,
5,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,53.0,+8.723 1:22'03.088,1.414,,224.288,Race,1.0,10.0,
6,C. Sainz  Ferrari,55,Ferrari,Ferrari,53.0,+10.535 1:22'04.900,1.812,,224.205,Race,1.0,8.0,
7,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,53.0,+15.804 1:22'10.169,5.269,,223.966,Race,1.0,6.0,
8,F. Alonso  Alpine,14,Alpine,Renault,53.0,+17.201 1:22'11.566,1.397,,223.902,Race,1.0,4.0,
9,G. Russell  Williams,63,Williams,Mercedes,53.0,+19.742 1:22'14.107,2.541,,223.787,Race,1.0,2.0,
10,E. Ocon  Alpine,31,Alpine,Renault,53.0,+20.868 1:22'15.233,1.126,,223.736,Race,1.0,1.0,
