Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
9,C. Leclerc  Ferrari,16,Ferrari,Ferrari,8.0,+2.427 2'00.728,0.341,,208.852,Q1,,,
10,N. Latifi  Williams,6,Williams,Mercedes,9.0,+2.665 2'00.966,0.238,,208.442,Q1,,,
11,C. Sainz  Ferrari,55,Ferrari,Ferrari,8.0,+2.883 2'01.184,0.218,,208.067,Q1,,,
12,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,8.0,+3.282 2'01.583,0.399,,207.384,Q1,,,
13,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,9.0,+3.296 2'01.597,0.014,,207.36,Q1,,,
14,F. Alonso  Alpine,14,Alpine,Renault,8.0,+3.352 2'01.653,0.056,,207.264,Q1,,,
15,E. Ocon  Alpine,31,Alpine,Renault,8.0,+3.523 2'01.824,0.171,,206.973,Q1,,,
16,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,9.0,+4.005 2'02.306,0.482,,206.158,Q1,,,
17,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,9.0,+4.112 2'02.413,0.107,,205.978,Q1,,,
18,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,9.0,+5.672 2'03.973,1.56,,203.386,Q1,,,
19,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,9.0,+6.151 2'04.452,0.479,,202.603,Q1,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,8.0,+6.638 2'04.939,0.487,,201.813,Q1,,,
1,L. Norris  McLaren F1,4,McLaren,Mercedes,8.0,1'56.025,,,217.318,Q2,,,
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,8.0,+0.204 1'56.229,0.204,,216.937,Q2,,,
3,V. Bottas  Mercedes,77,Mercedes,Mercedes,8.0,+0.270 1'56.295,0.066,,216.814,Q2,,,
4,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,8.0,+0.415 1'56.440,0.145,,216.544,Q2,,,
