Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
7,C. Leclerc  Ferrari,16,Ferrari,Ferrari,6.0,+1.013 1'23.122,0.086,,228.719,Q3,,,
8,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,6.0,+1.111 1'23.220,0.098,,228.449,Q3,,,
9,E. Ocon  Alpine,31,Alpine,Renault,6.0,+1.280 1'23.389,0.169,,227.986,Q3,,,
10,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,6.0,+1.300 1'23.409,0.02,,227.932,Q3,,,
1,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,,1'22.109,,,231.541,Quali,,,
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,,+0.371 1'22.480,,,230.499,Quali,,,
3,L. Norris  McLaren F1,4,McLaren,Mercedes,,+0.822 1'22.931,,,229.245,Quali,,,
4,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,,+0.838 1'22.947,,,229.201,Quali,,,
5,C. Sainz  Ferrari,55,Ferrari,Ferrari,,+0.883 1'22.992,,,229.077,Quali,,,
6,V. Bottas  Mercedes,77,Mercedes,Mercedes,,+0.927 1'23.036,,,228.956,Quali,,,
7,C. Leclerc  Ferrari,16,Ferrari,Ferrari,,+1.013 1'23.122,,,228.719,Quali,,,
8,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,,+1.111 1'23.220,,,228.449,Quali,,,
9,E. Ocon  Alpine,31,Alpine,Renault,,+1.280 1'23.389,,,227.986,Quali,,,
10,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,,+1.300 1'23.409,,,227.932,Quali,,,
11,F. Alonso  Alpine,14,Alpine,Renault,,+1.351 1'23.460,,,227.792,Quali,,,
12,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,,+1.934 1'24.043,,,226.212,Quali,,,
13,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,,+1.957 1'24.066,,,226.15,Quali,,,
14,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,,+2.142 1'24.251,,,225.654,Quali,,,
15,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,,+2.196 1'24.305,,,225.509,Quali,,,
16,N. Latifi  Williams,6,Williams,Mercedes,,+2.229 1'24.338,,,225.421,Quali,,,
17,G. Russell  Williams,63,Williams,Mercedes,,+2.314 1'24.423,,,225.194,Quali,,,
18,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,,+2.670 1'24.779,,,224.248,Quali,,,
19,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,,+2.797 1'24.906,,,223.913,Quali,,,
1,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,58.0,1:30'17.345,,,203.468,Race,3.0,26.0,
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,58.0,+2.256 1:30'19.601,2.256,,203.383,Race,1.0,18.0,
3,C. Sainz  Ferrari,55,Ferrari,Ferrari,58.0,+5.173 1:30'22.518,2.917,,203.274,Race,1.0,15.0,
4,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,58.0,+5.692 1:30'23.037,0.519,,203.254,Race,2.0,12.0,
5,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,58.0,+6.531 1:30'23.876,0.839,,203.223,Race,2.0,10.0,
6,V. Bottas  Mercedes,77,Mercedes,Mercedes,58.0,+7.463 1:30'24.808,0.932,,203.188,Race,1.0,8.0,
7,L. Norris  McLaren F1,4,McLaren,Mercedes,58.0,+59.200 1:31'16.545,51.737,,201.269,Race,2.0,6.0,
8,F. Alonso  Alpine,14,Alpine,Renault,58.0,+1'01.708 1:31'19.053,2.508,,201.176,Race,1.0,4.0,
9,E. Ocon  Alpine,31,Alpine,Renault,58.0,+1'04.026 1:31'21.371,2.318,,201.091,Race,1.0,2.0,
10,C. Leclerc  Ferrari,16,Ferrari,Ferrari,58.0,+1'06.057 1:31'23.402,2.031,,201.017,Race,2.0,1.0,
11,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,58.0,+1'07.527 1:31'24.872,1.470,,200.963,Race,1.0,,
12,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,57.0,+1 Lap 1:30'20.926,1 Lap,,199.826,Race,2.0,,
13,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,57.0,+1 Lap 1:30'25.327,4.401,,199.664,Race,2.0,,
14,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,57.0,+1 Lap 1:30'25.947,0.620,,199.642,Race,2.0,,
dnf,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,55.0,+3 Laps 1:24'12.571,2 Laps,,206.869,Race,3.0,,
dnf,N. Latifi  Williams,6,Williams,Mercedes,50.0,+8 Laps 1:16'55.491,5 Laps,,205.864,Race,1.0,,Abandono
dnf,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,33.0,+25 Laps 50'20.298,17 Laps,,207.585,Race,1.0,,Abandono
dnf,G. Russell  Williams,63,Williams,Mercedes,26.0,+32 Laps 41'10.855,7 Laps,,199.885,Race,1.0,,Abandono
dnf,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,25.0,+33 Laps 39'23.611,1 Lap,,200.911,Race,2.0,,Abandono
dns,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,0.0,,,,,Race,,,FÃ­sico
