Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
19,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,11.0,+1.730 1'20.452,0.167,,208.208,Q1,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,11.0,+2.190 1'20.912,0.46,,207.024,Q1,,,
1,L. Hamilton  Mercedes,44,Mercedes,Mercedes,7.0,1'17.968,,,214.841,Q2,,,
2,V. Bottas  Mercedes,77,Mercedes,Mercedes,7.0,+0.490 1'18.458,0.49,,213.5,Q2,,,
3,L. Norris  McLaren F1,4,McLaren,Mercedes,7.0,+0.513 1'18.481,0.023,,213.437,Q2,,,
4,E. Ocon  Alpine,31,Alpine,Renault,3.0,+0.618 1'18.586,0.105,,213.152,Q2,,,
5,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,8.0,+0.682 1'18.650,0.064,,212.979,Q2,,,
6,C. Leclerc  Ferrari,16,Ferrari,Ferrari,10.0,+0.801 1'18.769,0.119,,212.657,Q2,,,
7,C. Sainz  Ferrari,55,Ferrari,Ferrari,9.0,+0.845 1'18.813,0.044,,212.538,Q2,,,
8,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,9.0,+0.877 1'18.845,0.032,,212.452,Q2,,,
9,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,6.0,+1.002 1'18.970,0.125,,212.115,Q2,,,
10,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,8.0,+1.084 1'19.052,0.082,,211.895,Q2,,,
11,G. Russell  Williams,63,Williams,Mercedes,7.0,+1.141 1'19.109,0.057,,211.743,Q2,,,
12,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,10.0,+1.248 1'19.216,0.107,,211.457,Q2,,,
13,F. Alonso  Alpine,14,Alpine,Renault,6.0,+1.488 1'19.456,0.24,,210.818,Q2,,,
14,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,8.0,+1.495 1'19.463,0.007,,210.799,Q2,,,
15,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,9.0,+1.844 1'19.812,0.349,,209.878,Q2,,,
1,V. Bottas  Mercedes,77,Mercedes,Mercedes,8.0,1'18.348,,,213.799,Q3,,,
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,8.0,+0.007 1'18.355,0.007,,213.78,Q3,,,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,6.0,+0.398 1'18.746,0.391,,212.719,Q3,,,
4,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,7.0,+0.542 1'18.890,0.144,,212.331,Q3,,,
5,C. Sainz  Ferrari,55,Ferrari,Ferrari,8.0,+0.691 1'19.039,0.149,,211.93,Q3,,,
6,E. Ocon  Alpine,31,Alpine,Renault,6.0,+0.694 1'19.042,0.003,,211.922,Q3,,,
7,L. Norris  McLaren F1,4,McLaren,Mercedes,7.0,+0.768 1'19.116,0.074,,211.724,Q3,,,
8,C. Leclerc  Ferrari,16,Ferrari,Ferrari,8.0,+0.958 1'19.306,0.19,,211.217,Q3,,,
9,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,8.0,+1.127 1'19.475,0.169,,210.768,Q3,,,
10,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,6.0,+1.311 1'19.659,0.184,,210.281,Q3,,,
