Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
11,E. Ocon  Alpine,31,Alpine,Renault,29.0,+0.893 1'24.041,0.008,,230.458,FP2,,,
12,F. Alonso  Alpine,14,Alpine,Renault,25.0,+0.908 1'24.056,0.015,,230.417,FP2,,,
13,C. Leclerc  Ferrari,16,Ferrari,Ferrari,23.0,+0.947 1'24.095,0.039,,230.31,FP2,,,
14,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,24.0,+0.987 1'24.135,0.04,,230.201,FP2,,,
15,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,26.0,+1.483 1'24.631,0.496,,228.852,FP2,,,
16,G. Russell  Williams,63,Williams,Mercedes,27.0,+1.806 1'24.954,0.323,,227.982,FP2,,,
17,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,23.0,+1.924 1'25.072,0.118,,227.665,FP2,,,
18,N. Latifi  Williams,6,Williams,Mercedes,28.0,+2.061 1'25.209,0.137,,227.299,FP2,,,
19,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,27.0,+2.427 1'25.575,0.366,,226.327,FP2,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,0.0,,,,,FP2,,,
1,V. Bottas  Mercedes,77,Mercedes,Mercedes,17.0,1'22.310,,,235.305,FP3,,,
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,16.0,+0.078 1'22.388,0.078,,235.082,FP3,,,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,10.0,+0.341 1'22.651,0.263,,234.334,FP3,,,
4,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,17.0,+0.525 1'22.835,0.184,,233.814,FP3,,,
5,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,14.0,+0.536 1'22.846,0.011,,233.783,FP3,,,
6,C. Sainz  Ferrari,55,Ferrari,Ferrari,17.0,+0.738 1'23.048,0.202,,233.214,FP3,,,
7,F. Alonso  Alpine,14,Alpine,Renault,13.0,+0.876 1'23.186,0.138,,232.827,FP3,,,
8,E. Ocon  Alpine,31,Alpine,Renault,18.0,+0.899 1'23.209,0.023,,232.763,FP3,,,
9,C. Leclerc  Ferrari,16,Ferrari,Ferrari,17.0,+0.966 1'23.276,0.067,,232.576,FP3,,,
10,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,20.0,+1.257 1'23.567,0.291,,231.766,FP3,,,
11,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,14.0,+1.401 1'23.711,0.144,,231.367,FP3,,,
12,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,17.0,+1.574 1'23.884,0.173,,230.89,FP3,,,
13,L. Norris  McLaren F1,4,McLaren,Mercedes,16.0,+1.585 1'23.895,0.011,,230.86,FP3,,,
14,G. Russell  Williams,63,Williams,Mercedes,17.0,+1.613 1'23.923,0.028,,230.782,FP3,,,
15,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,17.0,+1.844 1'24.154,0.231,,230.149,FP3,,,
16,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,19.0,+1.936 1'24.246,0.092,,229.898,FP3,,,
17,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,17.0,+1.978 1'24.288,0.042,,229.783,FP3,,,
18,N. Latifi  Williams,6,Williams,Mercedes,15.0,+2.189 1'24.499,0.211,,229.209,FP3,,,
19,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,20.0,+2.370 1'24.680,0.181,,228.719,FP3,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,1.0,,,,,FP3,,,
1,L. Hamilton  Mercedes,44,Mercedes,Mercedes,6.0,1'21.901,,,236.48,Q1,,,
2,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,6.0,+0.095 1'21.996,0.095,,236.206,Q1,,,
3,V. Bottas  Mercedes,77,Mercedes,Mercedes,8.0,+0.115 1'22.016,0.02,,236.149,Q1,,,
4,C. Sainz  Ferrari,55,Ferrari,Ferrari,9.0,+0.403 1'22.304,0.288,,235.322,Q1,,,
5,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,6.0,+0.497 1'22.398,0.094,,235.054,Q1,,,
6,F. Alonso  Alpine,14,Alpine,Renault,6.0,+0.521 1'22.422,0.024,,234.985,Q1,,,
7,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,6.0,+0.557 1'22.458,0.036,,234.883,Q1,,,
8,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,8.0,+0.634 1'22.535,0.077,,234.664,Q1,,,
9,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,9.0,+0.648 1'22.549,0.014,,234.624,Q1,,,
10,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,9.0,+0.650 1'22.551,0.002,,234.618,Q1,,,
11,E. Ocon  Alpine,31,Alpine,Renault,6.0,+0.664 1'22.565,0.014,,234.578,Q1,,,
12,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,8.0,+0.787 1'22.688,0.123,,234.229,Q1,,,
13,C. Leclerc  Ferrari,16,Ferrari,Ferrari,9.0,+0.841 1'22.742,0.054,,234.077,Q1,,,
14,L. Norris  McLaren F1,4,McLaren,Mercedes,7.0,+0.938 1'22.839,0.097,,233.802,Q1,,,
