Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,7.0,+0.358 1'16.824,0.358,,218.041,Q2,,,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,9.0,+0.572 1'17.038,0.214,,217.435,Q2,,,
4,S. PÃ©rez  Racing Point,11,Racing Point,Mercedes,7.0,+0.663 1'17.129,0.091,,217.179,Q2,,,
5,C. Sainz  McLaren F1,55,McLaren,Renault,8.0,+0.717 1'17.183,0.054,,217.027,Q2,,,
6,L. Norris  McLaren F1,4,McLaren,Renault,7.0,+0.855 1'17.321,0.138,,216.639,Q2,,,
7,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,9.0,+0.901 1'17.367,0.046,,216.51,Q2,,,
8,C. Leclerc  Ferrari,16,Ferrari,Ferrari,9.0,+0.901 1'17.367,0.0,,216.51,Q2,,,
9,A. Albon  Red Bull Racing,23,Red Bull,Honda,10.0,+0.945 1'17.411,0.044,,216.387,Q2,,,
10,D. Ricciardo  Renault F1 Team,3,Renault,Renault,9.0,+1.015 1'17.481,0.07,,216.192,Q2,,,
11,E. Ocon  Renault F1 Team,31,Renault,Renault,8.0,+1.148 1'17.614,0.133,,215.821,Q2,,,
12,L. Stroll  Racing Point,18,Racing Point,Mercedes,10.0,+1.160 1'17.626,0.012,,215.788,Q2,,,
13,D. Kvyat  Racing Bulls,26,AlphaTauri,Honda,10.0,+1.262 1'17.728,0.102,,215.505,Q2,,,
14,G. Russell  Williams,63,Williams,Mercedes,6.0,+1.322 1'17.788,0.06,,215.339,Q2,,,
15,S. Vettel  Ferrari,5,Ferrari,Ferrari,10.0,+1.453 1'17.919,0.131,,214.977,Q2,,,
1,L. Hamilton  Mercedes,44,Mercedes,Mercedes,8.0,1'16.652,,,218.53,Q3,,,
2,V. Bottas  Mercedes,77,Mercedes,Mercedes,6.0,+0.102 1'16.754,0.102,,218.24,Q3,,,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,8.0,+0.252 1'16.904,0.15,,217.814,Q3,,,
4,C. Leclerc  Ferrari,16,Ferrari,Ferrari,8.0,+0.438 1'17.090,0.186,,217.288,Q3,,,
5,S. PÃ©rez  Racing Point,11,Racing Point,Mercedes,7.0,+0.571 1'17.223,0.133,,216.914,Q3,,,
6,A. Albon  Red Bull Racing,23,Red Bull,Honda,8.0,+0.785 1'17.437,0.214,,216.315,Q3,,,
7,C. Sainz  McLaren F1,55,McLaren,Renault,6.0,+0.868 1'17.520,0.083,,216.083,Q3,,,
8,L. Norris  McLaren F1,4,McLaren,Renault,6.0,+0.873 1'17.525,0.005,,216.069,Q3,,,
9,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,5.0,+1.151 1'17.803,0.278,,215.297,Q3,,,
10,D. Ricciardo  Renault F1 Team,3,Renault,Renault,0.0,,,,,Q3,,,
1,L. Hamilton  Mercedes,44,Mercedes,Mercedes,,1'16.652,,,218.53,Quali,,,
2,V. Bottas  Mercedes,77,Mercedes,Mercedes,,+0.102 1'16.754,,,218.24,Quali,,,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,,+0.252 1'16.904,,,217.814,Quali,,,
4,C. Leclerc  Ferrari,16,Ferrari,Ferrari,,+0.438 1'17.090,,,217.288,Quali,,,
5,S. PÃ©rez  Racing Point,11,Racing Point,Mercedes,,+0.571 1'17.223,,,216.914,Quali,,,
6,A. Albon  Red Bull Racing,23,Red Bull,Honda,,+0.785 1'17.437,,,216.315,Quali,,,
7,C. Sainz  McLaren F1,55,McLaren,Renault,,+0.868 1'17.520,,,216.083,Quali,,,
8,L. Norris  McLaren F1,4,McLaren,Renault,,+0.873 1'17.525,,,216.069,Quali,,,
9,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,,+1.151 1'17.803,,,215.297,Quali,,,
10,D. Ricciardo  Renault F1 Team,3,Renault,Renault,,,,,,Quali,,,
11,E. Ocon  Renault F1 Team,31,Renault,Renault,,+0.962 1'17.614,,,215.821,Quali,,,
12,L. Stroll  Racing Point,18,Racing Point,Mercedes,,+0.974 1'17.626,,,215.788,Quali,,,
13,D. Kvyat  Racing Bulls,26,AlphaTauri,Honda,,+1.076 1'17.728,,,215.505,Quali,,,
14,G. Russell  Williams,63,Williams,Mercedes,,+1.136 1'17.788,,,215.339,Quali,,,
15,S. Vettel  Ferrari,5,Ferrari,Ferrari,,+1.267 1'17.919,,,214.977,Quali,,,
16,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,,+1.549 1'18.201,,,214.201,Quali,,,
17,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,,+1.671 1'18.323,,,213.868,Quali,,,
18,R. Grosjean  Haas F1 Team,8,Haas,Ferrari,,+1.712 1'18.364,,,213.756,Quali,,,
19,K. Magnussen  Haas F1 Team,20,Haas,Ferrari,,+1.856 1'18.508,,,213.364,Quali,,,
20,N. Latifi  Williams,6,Williams,Mercedes,,+2.125 1'18.777,,,212.635,Quali,,,
1,L. Hamilton  Mercedes,44,Mercedes,Mercedes,66.0,1:29'56.828,,,204.67,Race,1.0,26.0,
2,V. Bottas  Mercedes,77,Mercedes,Mercedes,66.0,+25.592 1:30'22.420,25.592,,203.704,Race,1.0,18.0,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,66.0,+34.508 1:30'31.336,8.916,,203.37,Race,1.0,15.0,
4,C. Leclerc  Ferrari,16,Ferrari,Ferrari,66.0,+1'05.312 1:31'02.140,30.804,,202.223,Race,1.0,12.0,
5,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,65.0,+1 Lap 1:30'13.864,1 Lap,,200.932,Race,1.0,10.0,
6,C. Sainz  McLaren F1,55,McLaren,Renault,65.0,+1 Lap 1:30'15.280,1.416,,200.88,Race,1.0,8.0,
7,S. PÃ©rez  Racing Point,11,Racing Point,Mercedes,65.0,+1 Lap 1:30'16.886,1.606,,200.82,Race,2.0,6.0,
8,E. Ocon  Renault F1 Team,31,Renault,Renault,65.0,+1 Lap 1:30'18.457,1.571,,200.762,Race,1.0,4.0,
9,D. Ricciardo  Renault F1 Team,3,Renault,Renault,65.0,+1 Lap 1:30'19.151,0.694,,200.736,Race,1.0,2.0,
10,S. Vettel  Ferrari,5,Ferrari,Ferrari,65.0,+1 Lap 1:30'20.291,1.140,,200.694,Race,1.0,1.0,
11,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,65.0,+1 Lap 1:30'26.810,6.519,,200.453,Race,1.0,,
12,A. Albon  Red Bull Racing,23,Red Bull,Honda,65.0,+1 Lap 1:30'33.049,6.239,,200.223,Race,2.0,,
13,L. Norris  McLaren F1,4,McLaren,Renault,65.0,+1 Lap 1:30'47.438,14.389,,199.694,Race,2.0,,
14,G. Russell  Williams,63,Williams,Mercedes,65.0,+1 Lap 1:30'55.041,7.603,,199.416,Race,1.0,,
15,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,65.0,+1 Lap 1:31'07.621,12.580,,198.957,Race,1.0,,
16,K. Magnussen  Haas F1 Team,20,Haas,Ferrari,65.0,+1 Lap 1:31'10.875,3.254,,198.838,Race,1.0,,
17,R. Grosjean  Haas F1 Team,8,Haas,Ferrari,65.0,+1 Lap 1:31'13.472,2.597,,198.744,Race,1.0,,
18,N. Latifi  Williams,6,Williams,Mercedes,64.0,+2 Laps 1:30'01.078,1 Lap,,198.307,Race,1.0,,
19,D. Kvyat  Racing Bulls,26,AlphaTauri,Honda,64.0,+2 Laps 1:30'28.169,27.091,,197.317,Race,2.0,,
dnf,L. Stroll  Racing Point,18,Racing Point,Mercedes,51.0,+15 Laps 1:12'34.495,13 Laps,,195.961,Race,3.0,,Abandono
