Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
5,S. PÃ©rez  Racing Point,11,Racing Point,Mercedes,6.0,+0.413 53.790,0.177,,237.122,Q3,,,
6,D. Kvyat  Racing Bulls,26,AlphaTauri,Honda,5.0,+0.529 53.906,0.116,,236.611,Q3,,,
7,D. Ricciardo  Renault F1 Team,3,Renault,Renault,6.0,+0.580 53.957,0.051,,236.388,Q3,,,
8,C. Sainz  McLaren F1,55,McLaren,Renault,6.0,+0.633 54.010,0.053,,236.156,Q3,,,
9,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,9.0,+0.777 54.154,0.144,,235.528,Q3,,,
10,L. Stroll  Racing Point,18,Racing Point,Mercedes,6.0,+0.823 54.200,0.046,,235.328,Q3,,,
1,V. Bottas  Mercedes,77,Mercedes,Mercedes,,53.377,,,238.956,Quali,,,
2,G. Russell  Mercedes,63,Mercedes,Mercedes,,+0.026 53.403,,,238.84,Quali,,,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,,+0.056 53.433,,,238.706,Quali,,,
4,C. Leclerc  Ferrari,16,Ferrari,Ferrari,,+0.236 53.613,,,237.904,Quali,,,
5,S. PÃ©rez  Racing Point,11,Racing Point,Mercedes,,+0.413 53.790,,,237.122,Quali,,,
6,D. Kvyat  Racing Bulls,26,AlphaTauri,Honda,,+0.529 53.906,,,236.611,Quali,,,
7,D. Ricciardo  Renault F1 Team,3,Renault,Renault,,+0.580 53.957,,,236.388,Quali,,,
8,C. Sainz  McLaren F1,55,McLaren,Renault,,+0.633 54.010,,,236.156,Quali,,,
9,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,,+0.777 54.154,,,235.528,Quali,,,
10,L. Stroll  Racing Point,18,Racing Point,Mercedes,,+0.823 54.200,,,235.328,Quali,,,
11,E. Ocon  Renault F1 Team,31,Renault,Renault,,+0.618 53.995,,,236.221,Quali,,,
12,A. Albon  Red Bull Racing,23,Red Bull,Honda,,+0.649 54.026,,,236.086,Quali,,,
13,S. Vettel  Ferrari,5,Ferrari,Ferrari,,+0.798 54.175,,,235.437,Quali,,,
14,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,,+1.000 54.377,,,234.562,Quali,,,
15,K. Magnussen  Haas F1 Team,20,Haas,Ferrari,,+1.328 54.705,,,233.156,Quali,,,
16,N. Latifi  Williams,6,Williams,Mercedes,,+1.419 54.796,,,232.768,Quali,,,
17,J. Aitken  Williams,89,Williams,Mercedes,,+1.515 54.892,,,232.361,Quali,,,
18,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,,+1.586 54.963,,,232.061,Quali,,,
19,L. Norris  McLaren F1,4,McLaren,Renault,,+1.316 54.693,,,233.207,Quali,,,
20,P. Fittipaldi  Haas F1 Team,51,Haas,Ferrari,,+2.049 55.426,,,230.123,Quali,,,
1,S. PÃ©rez  Racing Point,11,Racing Point,Mercedes,87.0,1:31'15.114,,,202.513,Race,2.0,25.0,
2,E. Ocon  Renault F1 Team,31,Renault,Renault,87.0,+10.518 1:31'25.632,10.518,,202.124,Race,1.0,18.0,
3,L. Stroll  Racing Point,18,Racing Point,Mercedes,87.0,+11.869 1:31'26.983,1.351,,202.074,Race,1.0,15.0,
4,C. Sainz  McLaren F1,55,McLaren,Renault,87.0,+12.580 1:31'27.694,0.711,,202.048,Race,2.0,12.0,
5,D. Ricciardo  Renault F1 Team,3,Renault,Renault,87.0,+13.330 1:31'28.444,0.750,,202.021,Race,2.0,10.0,
6,A. Albon  Red Bull Racing,23,Red Bull,Honda,87.0,+13.842 1:31'28.956,0.512,,202.002,Race,2.0,8.0,
7,D. Kvyat  Racing Bulls,26,AlphaTauri,Honda,87.0,+14.534 1:31'29.648,0.692,,201.976,Race,2.0,6.0,
8,V. Bottas  Mercedes,77,Mercedes,Mercedes,87.0,+15.389 1:31'30.503,0.855,,201.945,Race,2.0,4.0,
9,G. Russell  Mercedes,63,Mercedes,Mercedes,87.0,+18.556 1:31'33.670,3.167,,201.829,Race,4.0,3.0,
10,L. Norris  McLaren F1,4,McLaren,Renault,87.0,+19.541 1:31'34.655,0.985,,201.792,Race,2.0,1.0,
11,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,87.0,+20.527 1:31'35.641,0.986,,201.756,Race,2.0,,
12,S. Vettel  Ferrari,5,Ferrari,Ferrari,87.0,+22.611 1:31'37.725,2.084,,201.68,Race,3.0,,
13,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,87.0,+24.111 1:31'39.225,1.500,,201.625,Race,2.0,,
14,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,87.0,+26.153 1:31'41.267,2.042,,201.55,Race,3.0,,
15,K. Magnussen  Haas F1 Team,20,Haas,Ferrari,87.0,+32.370 1:31'47.484,6.217,,201.322,Race,2.0,,
16,J. Aitken  Williams,89,Williams,Mercedes,87.0,+33.674 1:31'48.788,1.304,,201.275,Race,3.0,,
17,P. Fittipaldi  Haas F1 Team,51,Haas,Ferrari,87.0,+36.858 1:31'51.972,3.184,,201.158,Race,3.0,,
dnf,N. Latifi  Williams,6,Williams,Mercedes,52.0,+35 Laps 54'39.646,35 Laps,,201.962,Race,1.0,,Abandono
dnf,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,0.0,,,,,Race,,,Accidente
dnf,C. Leclerc  Ferrari,16,Ferrari,Ferrari,0.0,,,,,Race,,,ColisiÃ³n
